Job Post,Company,Skills,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL
Work from Office is Fun @ Tech Mahindra,Tech Mahindra,"Email Support,Customer Service,Customer Service Management,Customer Support,Customer Handling,BPO,voice,non voice",3.8,(20690 Reviews),0-5 Yrs,"2,00,000 - 3,75,000 PA.","Noida, Ghaziabad, Faridabad, Gurgaon/Gurugram, Greater Noida, Delhi / NCR",25 Days Ago,https://www.naukri.com/job-listings-work-from-office-is-fun-tech-mahindra-tech-mahindra-limited-noida-ghaziabad-faridabad-gurgaon-gurugram-greater-noida-delhi-ncr-0-to-5-years-050822006034
Hiring For Customer Service Associate - WFO - graduates Only,Tech Mahindra,"CSA,BPO,customer service,Blended Process,Customer Support,Call Center,Email Process",3.8,(20690 Reviews),0-5 Yrs,"50,000 - 3,00,000 PA.","Noida, Ghaziabad, New Delhi, Delhi / NCR",26 Days Ago,https://www.naukri.com/job-listings-hiring-for-customer-service-associate-wfo-graduates-only-tech-mahindra-limited-noida-ghaziabad-new-delhi-delhi-ncr-0-to-5-years-040822004061
WFO in Tech Mahindra with fixed salary,Tech Mahindra,"typing,verbal communication,CSA",3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,28 Days Ago,https://www.naukri.com/job-listings-wfo-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-020822009685
Walkin in Tech Mahindra with fixed salary,Tech Mahindra,"typing,verbal communication,CSA",3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,28 Days Ago,https://www.naukri.com/job-listings-walkin-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-020822009636
Hiring For Customer service Associate - WFO- Graduates Only,Tech Mahindra,"Customer Service,BPO,Blended Process,Customer Support",3.8,(20690 Reviews),0-5 Yrs,"50,000 - 3,00,000 PA.","Noida, Ghaziabad, New Delhi, Delhi / NCR",26 Days Ago,https://www.naukri.com/job-listings-hiring-for-customer-service-associate-wfo-graduates-only-tech-mahindra-limited-noida-ghaziabad-new-delhi-delhi-ncr-0-to-5-years-010822002308
As400 Developer,Capgemini,"AS400,AS / 400,analytical,written,verbal,Free RPG,SQL,RPG",3.9,(22733 Reviews),3-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",1 Day Ago,https://www.naukri.com/job-listings-as400-developer-capgemini-technology-services-india-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-290822000077
Senior Executive - Accounts Payable,Mahindra Logistics,"accounts payable,sap,Accounting,bank reconciliation statement",4.1,(1147 Reviews),3-5 Yrs,Not disclosed,Mumbai,2 Days Ago,https://www.naukri.com/job-listings-senior-executive-accounts-payable-mahindra-logistics-limited-mumbai-3-to-5-years-280822000897
Compliance Manager,Sugal & Damani,"Licensing Renewal,Compliance Manger,Merchant Management,Merchant Onboarding",4.0,(76 Reviews),5-10 Yrs,Not disclosed,Gurgaon/Gurugram,2 Days Ago,https://www.naukri.com/job-listings-compliance-manager-sugal-and-damani-utility-services-private-limited-gurgaon-gurugram-5-to-10-years-280822000824
Sr Associate,WNS Global Services,"Shipping,Logistics,SNL",3.7,(6698 Reviews),0-1 Yrs,"2,00,000 - 2,50,000 PA.",Hyderabad/Secunderabad,2 Days Ago,https://www.naukri.com/job-listings-sr-associate-wns-global-services-private-limited-hyderabad-secunderabad-0-to-1-years-280822000757
Asset Executive,CMS IT Services,patch management,3.2,(1912 Reviews),1-4 Yrs,"50,000 - 3,00,000 PA.",Navi Mumbai,2 Days Ago,https://www.naukri.com/job-listings-asset-executive-cms-it-services-private-limited-navi-mumbai-1-to-4-years-280822000704
2 nd Class boiler operator  - Sunguvarchathiram,Sodexo,"Boiler Operations,boiler operator,b class boiler",4.1,(2287 Reviews),4-8 Yrs,"3,00,000 - 4,25,000 PA.","Sriperumbudur, Chennai",2 Days Ago,https://www.naukri.com/job-listings-2-nd-class-boiler-operator-sunguvarchathiram-sodexo-india-services-private-limited-sriperumbudur-chennai-4-to-8-years-280822000453
Desk Engineer,NGSL,Desk Enginner /PF Boiler /Turbine Operations,3.8,(90 Reviews),5-10 Yrs,"7,00,000 - 12,00,000 PA.",Jharsuguda,2 Days Ago,https://www.naukri.com/job-listings-desk-engineer-ntpc-ge-power-services-private-limited-jharsuguda-5-to-10-years-280822000263
Hybrid// Urgent Opening For Full Stack Developer (Java & Angular),WIZ DIGITAL SERVICES PRIVATE LIMITED ,"Java,css,HTML,Angular,IT Skills,Javascript",4.5,(4 Reviews),2-5 Yrs,"8,00,000 - 15,00,000 PA.",Kolkata(Salt Lake),1 Day Ago,https://www.naukri.com/job-listings-hybrid-urgent-opening-for-full-stack-developer-java-angular-wiz-digital-services-private-limited-kolkata-2-to-5-years-270722004859
UI React JS,Capgemini,"Javascript,React.Js,Typescript,TDD,RESTful APIs,CI / CD,PACT,Cypress",3.9,(22733 Reviews),4-7 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-ui-react-js-capgemini-technology-services-india-limited-bangalore-bengaluru-4-to-7-years-260722010978
Sr. Associate-Ops-Healthcare,WNS Global Services,"Medical Summarization,BPO,auditing,mpt,Bpt,medical records",3.7,(6698 Reviews),1-4 Yrs,"4,00,000 - 5,50,000 PA.","Gurgaon/Gurugram, Delhi / NCR",1 Day Ago,https://www.naukri.com/job-listings-sr-associate-ops-healthcare-wns-global-services-private-limited-gurgaon-gurugram-delhi-ncr-1-to-4-years-240822008562
"Ienergizer Gurgaon is hiring Team Leader Operations - 50 Openings
",iEnergizer,"Team Handling,team leader,BPO,customer service,inbound,chat process,tl,Domestic BPO",3.7,(2785 Reviews),30 August - 05 September,"2,00,000 - 4,00,000 PA.","New Delhi, Faridabad, Gurgaon/Gurugram",1 Day Ago,https://www.naukri.com/job-listings-ienergizer-gurgaon-is-hiring-team-leader-operations-50-openings-ienergizer-it-services-private-limited-new-delhi-faridabad-gurgaon-gurugram-2-to-7-years-100322001036
Opening For Site Reliability Engineer in Mumbai,Institutional Shareholder Services,"python,production support,java,devops,SRE,Site Reliability Engineering,Python Development,python developer",3.5,(26 Reviews),3-7 Yrs,Not disclosed,Mumbai (All Areas),1 Day Ago,https://www.naukri.com/job-listings-opening-for-site-reliability-engineer-in-mumbai-institutional-shareholder-services-india-private-l-mumbai-all-areas-3-to-7-years-080222006361
Opening For Software Engineer - Backend,Institutional Shareholder Services,"JAVA,spring,git,CORE JAVA",3.5,(26 Reviews),3-6 Yrs,Not disclosed,Mumbai (All Areas),1 Day Ago,https://www.naukri.com/job-listings-opening-for-software-engineer-backend-institutional-shareholder-services-india-private-l-mumbai-all-areas-3-to-6-years-050722007428
Assistant Professor,International Institute of Business Studies (Unit  of Shrimati B Devi Educational  Charitable Trust),"UPSC,Training,Excel,History,Teacher Training,Political Science,ms office",5.0,(5 Reviews),2-5 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-assistant-professor-international-institute-of-business-studies-unit-of-shrimati-b-devi-educational-charitable-trust-bangalore-bengaluru-2-to-5-years-290822001908
Hiring - MIS Executive(Immediate Joiners & Preferred Male Candidates ),TYA Business Solutions,"English,MIS,Advanced Excel,Mathematical Analysis",3.3,(14 Reviews),3-5 Yrs,"2,00,000 - 3,50,000 PA.",Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-hiring-mis-executive-immediate-joiners-preferred-male-candidates-tya-business-solutions-private-limited-bangalore-bengaluru-3-to-5-years-010921002638
Hiring For SQL DBA For a leading Global IT MNC,Softline ,"dba,database admin,SQL,Azure IaaS,IT Skills,Testing,Cloud,Azure",4.5,(9 Reviews),3-8 Yrs,Not disclosed,"Noida, Ghaziabad, Delhi / NCR",2 Days Ago,https://www.naukri.com/job-listings-hiring-for-sql-dba-for-a-leading-global-it-mnc-softline-services-india-pvt-ltd-noida-ghaziabad-delhi-ncr-3-to-8-years-280822000051
Delivery Architect,Orange Business Services,"Python,SDWAN,SASE,ITSM,Openstack,Perl,BGP,SDIWAN",4.3,(891 Reviews),9-14 Yrs,Not disclosed,Gurgaon/Gurugram,6 Days Ago,https://www.naukri.com/job-listings-delivery-architect-orange-business-services-india-solutions-pvt-ltd-gurgaon-gurugram-9-to-14-years-240822901757
Azure data Engineer,RGBSI,"Azure Data Engineer,IT Skills,Java,Python,PHP,Data Science,DevOps,Oracle",4.1,(61 Reviews),5-7 Yrs,"4,00,000 - 8,00,000 PA.",Pune,4 Days Ago,https://www.naukri.com/job-listings-azure-data-engineer-rapid-global-business-solutions-india-pvt-ltd-pune-5-to-7-years-260822004923
AI/ML Requirement For Teleperformance Digital,Teleperformance (TP),"python,machine learning,artificial intelligence,IT Skills,Data Science,Big Data,AWS,Azure",3.6,(13775 Reviews),2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Chennai",6 Days Ago,https://www.naukri.com/job-listings-ai-ml-requirement-for-teleperformance-digital-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-chennai-2-to-5-years-240822003016
Assistant Manager- EPHR/ BHR,Conneqt,"Employee Relations,Performance Appraisal Process,Human Resource Management,employee retention,Development,Employee Engagement,Employee Grievances",3.7,(4912 Reviews),1-6 Yrs,Not disclosed,Hyderabad/Secunderabad(Begumpet),5 Days Ago,https://www.naukri.com/job-listings-assistant-manager-ephr-bhr-conneqt-business-solutions-limited-hyderabad-secunderabad-1-to-6-years-250822006189
Process Associate,Blenheim Chalcot,"Operations,Communication Skills,Excel,Analysis,Business Process,Back Office Operations",4.2,(38 Reviews),1-4 Yrs,"2,00,000 - 3,50,000 PA.",Mumbai,5 Days Ago,https://www.naukri.com/job-listings-process-associate-blenheim-chalcot-it-services-india-private-limited-mumbai-1-to-4-years-250822006173
AWS Cloud Engineer,JPMorgan Chase Bank,"Terraform,AWS,Golang,Python",4.2,(3435 Reviews),7-12 Yrs,"20,00,000 - 35,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru",5 Days Ago,https://www.naukri.com/job-listings-aws-cloud-engineer-j-p-morgan-services-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-250822005839
"Manager, IT Governance, Risk and Compliance",Hudsons bay Company (HBC),"IT Governance,Risk Management,IT Security,Information Technology",4.1,(90 Reviews),10-15 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-manager-it-governance-risk-and-compliance-hudson-s-bay-services-private-limited-bangalore-bengaluru-10-to-15-years-250822004906
Consultant - Transitions,WNS Global Services,"RFI,Transition,RFP,IT Skills,Project Management,BPO,project management,travel",3.7,(6698 Reviews),10-15 Yrs,"14,00,000 - 16,00,000 PA.","Mumbai, Pune",5 Days Ago,https://www.naukri.com/job-listings-consultant-transitions-wns-global-services-private-limited-mumbai-pune-10-to-15-years-250822004739
Pre Sales,SLK Software,"Finance,Insurance,manufacturing,RFQ,RFP,Knowledge Repository Management,Prepare business cases for IT Solutions,presales",3.7,(607 Reviews),0-5 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-pre-sales-slk-software-services-private-limited-bangalore-bengaluru-0-to-5-years-250822004697
Sales PMO/MIS Executive,Befree Business,"MIS Executive,pmo,MIS,MIS Reporting,Project Coordination,excel powerpoint,sales,CRM",3.6,(84 Reviews),3-7 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-sales-pmo-mis-executive-befree-business-resoucring-llp-bangalore-bengaluru-3-to-7-years-250822004678
Immediate Openings For Frontend Developer /JQuery - Hyderabad Location,Splash Business Intelligence,"CSS3,LESS,HTML5,- end coding,GIT,SVN,JavaScript,jQuery",4.5,(9 Reviews),5-10 Yrs,"50,000 - 3,00,000 PA.","Chennai, Bangalore/Bengaluru",5 Days Ago,https://www.naukri.com/job-listings-immediate-openings-for-frontend-developer-jquery-hyderabad-location-splash-business-intelligence-chennai-bangalore-bengaluru-5-to-10-years-250822004577
Marketing Operations Associate,Terra Payment Services (Netherlands) B.V. ,"marketing campaigns,proof checking,events,billing",4.5,(2 Reviews),1-2 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-marketing-operations-associate-terra-services-netherlands-b-v-bangalore-bengaluru-1-to-2-years-250822004250
Senior / Lead Associate,WNS Global Services,"RTR,brs,Finance,accounting",3.7,(6698 Reviews),2-5 Yrs,Not disclosed,Pune,5 Days Ago,https://www.naukri.com/job-listings-senior-lead-associate-wns-global-services-private-limited-pune-2-to-5-years-250822004087
FICO Consultant,NTT DATA Business Solutions Private Limited,COPA,3.9,(57 Reviews),5-8 Yrs,Not disclosed,Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-fico-consultant-ntt-data-business-solutions-private-limited-bengaluru-5-to-8-years-250822003952
Urgent Requirement: Automation using Test Complete tool,Adrosonic IT Consultancy Services,"Automation,Test Complete,Jenkins,ADO CI / CD Pipeline,Selenium,IT Skills,Automation Framework",3.7,(8 Reviews),5-9 Yrs,Not disclosed,Mumbai(Marol),5 Days Ago,https://www.naukri.com/job-listings-urgent-requirement-automation-using-test-complete-tool-adrosonic-it-consultancy-services-private-limited-mumbai-5-to-9-years-250822001230
Inside Sales Executive (Female Preferable),DGS TECHNICAL SERVICES PRIVATE LIMITED (INCA),"inside sales,Cold Calling",3.5,(84 Reviews),1-5 Yrs,Not disclosed,Bangalore/Bengaluru(Electronic City),5 Days Ago,https://www.naukri.com/job-listings-inside-sales-executive-female-preferable-dgs-technical-services-private-limited-inca-bangalore-bengaluru-1-to-5-years-250822000976
Analyst,Lowe's,"Kenexa,Taleo,Configuration,implementation,Consultant,Troubleshooting,Brassring",4.3,(366 Reviews),4-8 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,https://www.naukri.com/job-listings-analyst-lowe-s-services-india-private-limited-bangalore-bengaluru-4-to-8-years-230822005918
VP Machine Learning - Risk Modeling - Mumbai,JPMorgan Chase Bank,"Machine Learning,statistics,Mathematics,programming",4.2,(3435 Reviews),8-13 Yrs,"40,00,000 - 60,00,000 PA.",Mumbai (All Areas),2 Days Ago,https://www.naukri.com/job-listings-vp-machine-learning-risk-modeling-mumbai-j-p-morgan-services-india-private-limited-mumbai-all-areas-8-to-13-years-230522009898
API Regression Automation | 5-10 Yrs | Bangalore,TechStar Group,"Specflow,API,Azure Devops,SQL",4.0,(49 Reviews),5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-api-regression-automation-5-10-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-5-to-10-years-090822604548
API Regression Automation | 5-10 Yrs | Bangalore,TechStar Group,"Specflow,API,Azure Devops,IT Skills,Python,SQL",4.0,(49 Reviews),5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-api-regression-automation-5-10-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-5-to-10-years-090822004547
Cloud Administrator(AWS or Azure or GCP),Atos,"AWS,GCP,Azure,ArcSight,Cloud Administration,QRadar,SIEM,LogRhythm",3.9,(7656 Reviews),6-9 Yrs,Not disclosed,Bangalore/Bengaluru,Today,https://www.naukri.com/job-listings-cloud-administrator-aws-or-azure-or-gcp-atos-global-it-solutions-and-services-pvt-ltd-bangalore-bengaluru-6-to-9-years-300822000836
Hiring For SQL DBA For a leading Global IT MNC,Softline ,"dba,database admin,SQL,Azure IaaS,IT Skills,Testing,Cloud,Azure",4.5,(9 Reviews),3-8 Yrs,Not disclosed,"Noida, Ghaziabad, Delhi / NCR",2 Days Ago,https://www.naukri.com/job-listings-hiring-for-sql-dba-for-a-leading-global-it-mnc-softline-services-india-pvt-ltd-noida-ghaziabad-delhi-ncr-3-to-8-years-280822000051
QA Functional Testing | 5-10 Yrs | Bangalore,TechStar Group,"Integration Testing,Salesforce Application Testing,Azure Devops,IT Skills,Testing,Salesforce,Agile",4.0,(49 Reviews),5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-qa-functional-testing-5-10-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-5-to-10-years-100822602814
API Automation Tester | 7-11 Yrs | Bangalore,TechStar Group,"selenium,API automation,Azure DevOps",4.0,(49 Reviews),7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-api-automation-tester-7-11-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-7-to-12-years-090822603908
API Automation Tester | 7-11 Yrs | Bangalore,TechStar Group,"selenium,API automation,Azure DevOps,Selenium C#,CI / CD,Azure,SQL Server,communication",4.0,(49 Reviews),7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-api-automation-tester-7-11-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-7-to-12-years-090822003907
Delivery Architect,Orange Business Services,"Python,SDWAN,SASE,ITSM,Openstack,Perl,BGP,SDIWAN",4.3,(891 Reviews),9-14 Yrs,Not disclosed,Gurgaon/Gurugram,6 Days Ago,https://www.naukri.com/job-listings-delivery-architect-orange-business-services-india-solutions-pvt-ltd-gurgaon-gurugram-9-to-14-years-240822901757
Azure data Engineer,RGBSI,"Azure Data Engineer,IT Skills,Java,Python,PHP,Data Science,DevOps,Oracle",4.1,(61 Reviews),5-7 Yrs,"4,00,000 - 8,00,000 PA.",Pune,4 Days Ago,https://www.naukri.com/job-listings-azure-data-engineer-rapid-global-business-solutions-india-pvt-ltd-pune-5-to-7-years-260822004923
AI/ML Requirement For Teleperformance Digital,Teleperformance (TP),"python,machine learning,artificial intelligence,IT Skills,Data Science,Big Data,AWS,Azure",3.6,(13775 Reviews),2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Chennai",6 Days Ago,https://www.naukri.com/job-listings-ai-ml-requirement-for-teleperformance-digital-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-chennai-2-to-5-years-240822003016
Account Officer,RSAL STEEL PVT LTD.,"TDS,Excise,Income tax,Direct tax,VAT,ESIC,Indirect taxation",4.5,(14 Reviews),3-5 Yrs,Not disclosed,Indore,30+ Days Ago,https://www.naukri.com/job-listings-account-officer-rsal-steel-pvt-ltd-indore-3-to-5-years-301118501968
Software Engineer 2,Dell International Services IndiaPrivate Limited,"Python,IT Skills,Software Development,Cloud,DevOps,AWS,Azure,Rancher",4.2,(3584 Reviews),2-5 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-engineer-2-dell-international-services-indiaprivate-limited-pune-2-to-5-years-290822905246
